Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB16735,Software Engineer,Microsoft,Kolkata,3-5 LPA,5-10 years,LinkedIn,472,Large (500+),We value innovation and collaboration in a fast-paced environment.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB16736,Product Manager,HCL,Pune,20+ LPA,0-2 years,LinkedIn,79,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hr@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16737,Marketing Executive,TCS,Delhi,5-8 LPA,5-10 years,Naukri.com,194,Medium (51-500),Work from home and get paid weekly — easy money!,jobs@company-careers.c0m,1,missing_description
JOB16738,Business Analyst,IBM,Mumbai,8-12 LPA,0-2 years,Naukri.com,61,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@gmail.com,1,"email_suspicious,missing_description"
JOB16739,Financial Analyst,Private,Pune,20+ LPA,0-2 years,LinkedIn,309,Large (500+),Competitive role with clear growth path and mentorship.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16740,Cyber Security Analyst,HCL,Mumbai,8-12 LPA,0-2 years,Indeed,424,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16741,Product Manager,Confidential,Noida,3-5 LPA,5-10 years,LinkedIn,432,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,recruitment@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16742,Data Scientist,Deloitte,Chennai,20+ LPA,5-10 years,LinkedIn,50,Small (1-50),Join us to build the next generation of solutions in your field.,hr@private.com,1,"missing_description,company_salary_mismatch"
JOB16743,Product Manager,Accenture,Pune,12-20 LPA,0-2 years,Indeed,192,Small (1-50),Easy pay and work opportunity for students — apply now!,jobs@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16744,Cyber Security Analyst,Private,Noida,3-5 LPA,0-2 years,Naukri.com,288,Medium (51-500),Pay and work with flexible hours — earn money fast!,hr@jobssmail.com,1,missing_description
JOB16745,Product Manager,Amazon,Bangalore,3-5 LPA,10+ years,Naukri.com,385,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,career@outlook.com,1,"email_suspicious,missing_description"
JOB16746,HR Manager,HCL,Bangalore,12-20 LPA,0-2 years,LinkedIn,267,Medium (51-500),Role requires domain expertise and strong communication skills.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB16747,HR Manager,Amazon,Anywhere,20+ LPA,2-5 years,Naukri.com,405,Small (1-50),Competitive role with clear growth path and mentorship.,hiring@gmaill.com,1,"missing_description,company_salary_mismatch"
JOB16748,Data Scientist,Google,Remote,12-20 LPA,10+ years,Naukri.com,411,Medium (51-500),No experience required! Apply now and start earning today!,recruitment@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16749,Graphic Designer,IBM,Pune,5-8 LPA,5-10 years,LinkedIn,203,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,jobs@hiremefast.co,1,missing_description
JOB16750,Graphic Designer,IBM,Kolkata,20+ LPA,5-10 years,Naukri.com,205,Large (500+),We value innovation and collaboration in a fast-paced environment.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16751,HR Manager,TCS,Anywhere,20+ LPA,5-10 years,Indeed,173,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",contact@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch,trigger_keyword"
JOB16752,Data Scientist,Google,Pune,3-5 LPA,10+ years,Indeed,286,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,career@jobssmail.com,1,missing_description
JOB16753,Software Engineer,Deloitte,Delhi,20+ LPA,0-2 years,LinkedIn,263,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",recruitment@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch,trigger_keyword"
JOB16754,Sales Representative,Accenture,Kolkata,12-20 LPA,0-2 years,Naukri.com,10,Small (1-50),Applicants should have relevant technical skills and industry exposure.,career@gmail.com,1,"email_suspicious,missing_description"
JOB16755,Financial Analyst,,Ahmedabad,12-20 LPA,0-2 years,LinkedIn,138,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,hiring@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16756,Data Scientist,HCL,Chennai,3-5 LPA,0-2 years,LinkedIn,125,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB16757,Product Manager,HCL,Pune,8-12 LPA,2-5 years,Naukri.com,154,Large (500+),We value innovation and collaboration in a fast-paced environment.,recruitment@private.com,1,missing_description
JOB16758,HR Manager,Accenture,Bangalore,5-8 LPA,10+ years,LinkedIn,306,Medium (51-500),Role requires domain expertise and strong communication skills.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16759,Cyber Security Analyst,Amazon,Mumbai,3-5 LPA,0-2 years,Indeed,66,Large (500+),We value innovation and collaboration in a fast-paced environment.,career@jobssmail.com,1,missing_description
JOB16760,Sales Representative,Infosys,Pune,5-8 LPA,10+ years,Indeed,129,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16761,Cyber Security Analyst,Microsoft,Mumbai,3-5 LPA,2-5 years,Indeed,490,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,team@jobssmail.com,1,missing_description
JOB16762,Cyber Security Analyst,Microsoft,Bangalore,5-8 LPA,10+ years,LinkedIn,230,Large (500+),Limited slots available! Click here to apply fast!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16763,Product Manager,IBM,Jaipur,8-12 LPA,10+ years,Indeed,22,Small (1-50),Join us to build the next generation of solutions in your field.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16764,Business Analyst,Amazon,Bangalore,12-20 LPA,0-2 years,LinkedIn,114,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,apply@gmaill.com,1,missing_description
JOB16765,Sales Representative,HCL,Noida,3-5 LPA,2-5 years,Naukri.com,388,Large (500+),Join us to build the next generation of solutions in your field.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16766,Graphic Designer,Wipro,Hyderabad,20+ LPA,10+ years,LinkedIn,351,Small (1-50),Join us to build the next generation of solutions in your field.,contact@hiremefast.co,1,"missing_description,company_salary_mismatch"
JOB16767,Business Analyst,TCS,Kolkata,8-12 LPA,10+ years,LinkedIn,489,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,apply@company-careers.c0m,1,missing_description
JOB16768,Data Scientist,Wipro,Delhi,8-12 LPA,10+ years,LinkedIn,100,Large (500+),Pay and work with flexible hours — earn money fast!,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB16769,Sales Representative,Private,Bangalore,20+ LPA,0-2 years,Naukri.com,61,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlok.com,1,"missing_description,company_salary_mismatch"
JOB16770,Graphic Designer,Deloitte,Mumbai,12-20 LPA,0-2 years,Indeed,309,Small (1-50),Role requires domain expertise and strong communication skills.,hiring@jobssmail.com,1,missing_description
JOB16771,Data Scientist,Confidential,Mumbai,3-5 LPA,0-2 years,Naukri.com,102,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,apply@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB16772,Marketing Executive,IBM,Ahmedabad,20+ LPA,2-5 years,LinkedIn,43,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,apply@private.com,1,missing_description
JOB16773,Business Analyst,Confidential,Pune,20+ LPA,2-5 years,LinkedIn,384,Large (500+),Competitive role with clear growth path and mentorship.,contact@hiremefast.co,1,"missing_description,vague_company"
JOB16774,Marketing Executive,IBM,Delhi,5-8 LPA,10+ years,Indeed,421,Large (500+),Looking for experienced professionals to join our growing team.,contact@jobssmail.com,1,missing_description
JOB16775,Data Scientist,Private,Chennai,8-12 LPA,10+ years,LinkedIn,233,Medium (51-500),Join us to build the next generation of solutions in your field.,hiring@outlok.com,1,missing_description
JOB16776,Software Engineer,,Bangalore,5-8 LPA,2-5 years,Indeed,296,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmaill.com,1,"missing_description,vague_company"
JOB16777,Sales Representative,Wipro,Chennai,3-5 LPA,0-2 years,LinkedIn,171,Medium (51-500),Easy pay and work opportunity for students — apply now!,recruitment@company-careers.c0m,1,"missing_description,trigger_keyword"
JOB16778,Graphic Designer,Infosys,Bangalore,3-5 LPA,5-10 years,Indeed,10,Small (1-50),No experience required! Apply now and start earning today!,recruitment@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16779,Cyber Security Analyst,Deloitte,Jaipur,8-12 LPA,10+ years,LinkedIn,376,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16780,Product Manager,Infosys,Ahmedabad,5-8 LPA,10+ years,Naukri.com,122,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,hiring@gmaill.com,1,missing_description
JOB16781,Business Analyst,IBM,Hyderabad,20+ LPA,0-2 years,LinkedIn,195,Small (1-50),Competitive role with clear growth path and mentorship.,contact@jobssmail.com,1,"missing_description,company_salary_mismatch"
JOB16782,Graphic Designer,Google,Jaipur,5-8 LPA,5-10 years,Indeed,373,Small (1-50),Join us to build the next generation of solutions in your field.,hr@outlok.com,1,missing_description
JOB16783,Marketing Executive,,Jaipur,5-8 LPA,2-5 years,Naukri.com,126,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hiring@hiremefast.co,1,"missing_description,vague_company"
JOB16784,Software Engineer,HCL,Kolkata,8-12 LPA,0-2 years,Naukri.com,398,Small (1-50),Easy pay and work opportunity for students — apply now!,hiring@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16785,Financial Analyst,Google,Noida,12-20 LPA,5-10 years,LinkedIn,105,Large (500+),Looking for experienced professionals to join our growing team.,recruitment@outlok.com,1,missing_description
JOB16786,Sales Representative,Confidential,Noida,20+ LPA,2-5 years,Naukri.com,167,Small (1-50),We value innovation and collaboration in a fast-paced environment.,recruitment@gmaill.com,1,"missing_description,vague_company,company_salary_mismatch"
JOB16787,Data Scientist,Google,,5-8 LPA,5-10 years,Naukri.com,212,Small (1-50),Work from home and get paid weekly — easy money!,contact@private.com,1,"missing_description,location_missing"
JOB16788,Financial Analyst,Amazon,Noida,3-5 LPA,0-2 years,Indeed,397,Small (1-50),Easy pay and work opportunity for students — apply now!,apply@hiremefast.co,1,"missing_description,trigger_keyword"
JOB16789,HR Manager,Microsoft,Jaipur,20+ LPA,2-5 years,Indeed,106,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",jobs@privatte.com,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB16790,Sales Representative,HCL,Kolkata,8-12 LPA,10+ years,Indeed,102,Small (1-50),Looking for experienced professionals to join our growing team.,admin@gmaill.com,1,missing_description
JOB16791,HR Manager,Infosys,Kolkata,20+ LPA,0-2 years,Indeed,384,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16792,Graphic Designer,HCL,Chennai,8-12 LPA,10+ years,Naukri.com,212,Large (500+),Work from home and get paid weekly — easy money!,admin@jobssmail.com,1,missing_description
JOB16793,Graphic Designer,TCS,Noida,8-12 LPA,5-10 years,Indeed,78,Medium (51-500),Role requires domain expertise and strong communication skills.,apply@private.com,1,missing_description
JOB16794,Product Manager,IBM,Pune,12-20 LPA,0-2 years,Naukri.com,292,Small (1-50),Urgent hiring — start immediately without any qualifications!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16795,HR Manager,Deloitte,Delhi,12-20 LPA,0-2 years,Indeed,474,Large (500+),Limited slots available! Click here to apply fast!,contact@gmaill.com,1,missing_description
JOB16796,Financial Analyst,TCS,Kolkata,3-5 LPA,2-5 years,Naukri.com,299,Small (1-50),Join us to build the next generation of solutions in your field.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB16797,Software Engineer,Microsoft,Hyderabad,5-8 LPA,0-2 years,Naukri.com,184,Large (500+),Competitive role with clear growth path and mentorship.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB16798,Financial Analyst,Amazon,Hyderabad,8-12 LPA,0-2 years,Indeed,134,Small (1-50),Work from home and get paid weekly — easy money!,jobs@gmaill.com,1,missing_description
JOB16799,Sales Representative,Accenture,Ahmedabad,3-5 LPA,5-10 years,LinkedIn,222,Medium (51-500),Work from home and get paid weekly — easy money!,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16800,Sales Representative,Confidential,Jaipur,5-8 LPA,10+ years,Indeed,113,Small (1-50),Join us to build the next generation of solutions in your field.,hr@company-careers.c0m,1,"missing_description,vague_company"
JOB16801,Cyber Security Analyst,TCS,Pune,20+ LPA,5-10 years,Indeed,392,Large (500+),Easy pay and work opportunity for students — apply now!,hr@hiremefast.co,1,"missing_description,trigger_keyword"
JOB16802,Cyber Security Analyst,Amazon,Chennai,3-5 LPA,10+ years,Naukri.com,451,Medium (51-500),Urgent hiring — start immediately without any qualifications!,hr@gmail.com,1,"email_suspicious,missing_description"
JOB16803,HR Manager,Wipro,Delhi,20+ LPA,2-5 years,Naukri.com,20,Large (500+),Urgent hiring — start immediately without any qualifications!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB16804,Marketing Executive,Amazon,Noida,20+ LPA,10+ years,Indeed,151,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,admin@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16805,Financial Analyst,TCS,Chennai,5-8 LPA,0-2 years,Indeed,294,Large (500+),Limited slots available! Click here to apply fast!,apply@outlook.com,1,"email_suspicious,missing_description"
